"Year","Commodity","Unit","Value"
"2014","Chicken and stewing hen total, boneless weight","Kilograms per person, per year","16.52"
"2014","Turkey, boneless weight","Kilograms per person, per year","1.98"
"2014","Eggs","Kilograms per person, per year","8.22"
"2014","Pork, boneless weight","Kilograms per person, per year","10.19"
"2014","Beef, boneless weight","Kilograms per person, per year","13.03"
"2014","Veal, boneless weight","Kilograms per person, per year","0.44"
"2014","Beef and veal total, boneless weight","Kilograms per person, per year","13.46"
"2014","Mutton and lamb, boneless weight","Kilograms per person, per year","0.49"
"2014","Offal, boneless weight","Kilograms per person, per year","0.32"
"2014","Butter","Kilograms per person, per year","1.64"
"2014","Margarine","Kilograms per person, per year","1.83"
"2014","Salad oils","Kilograms per person, per year","9.56"
"2014","Shortening and shortening oils","Kilograms per person, per year","3.30"
"2014","Apples fresh","Kilograms per person, per year","6.71"
"2014","Apples canned","Kilograms per person, per year","0.07"
"2014","Apples dried","Kilograms per person, per year","0.03"
"2014","Apples frozen","Kilograms per person, per year","0.03"
"2014","Apple juice","Litres per person, per year","3.81"
"2014","Apple pie filling","Kilograms per person, per year","0.08"
"2014","Apple sauce","Kilograms per person, per year","0.41"
"2014","Apricots fresh","Kilograms per person, per year","0.08"
"2014","Apricots canned","Kilograms per person, per year","0.02"
"2014","Avocados fresh","Kilograms per person, per year","0.66"
"2014","Bananas fresh","Kilograms per person, per year","7.69"
"2014","Other fresh berries","Kilograms per person, per year","0.80"
"2014","Blueberries fresh","Kilograms per person, per year","0.85"
"2014","Blueberries canned","Kilograms per person, per year","0.01"
"2014","Blueberries frozen","Kilograms per person, per year","1.34"
"2014","Cherries fresh","Kilograms per person, per year","0.38"
"2014","Cherries frozen","Kilograms per person, per year","0.23"
"2014","Coconut fresh","Kilograms per person, per year","0.31"
"2014","Cranberries fresh","Kilograms per person, per year","1.75"
"2014","Dates fresh","Kilograms per person, per year","0.94"
"2014","Figs fresh","Kilograms per person, per year","0.30"
"2014","Grapes fresh","Kilograms per person, per year","2.62"
"2014","Grape juice","Litres per person, per year","2.67"
"2014","Guavas and mangoes fresh","Kilograms per person, per year","0.72"
"2014","Kiwis fresh","Kilograms per person, per year","0.20"
"2014","Melons, musk and cantaloups fresh","Kilograms per person, per year","0.56"
"2014","Other fresh melons","Kilograms per person, per year","0.34"
"2014","Watermelons fresh","Kilograms per person, per year","2.06"
"2014","Wintermelons fresh","Kilograms per person, per year","0.02"
"2014","Melons total fresh","Kilograms per person, per year","2.98"
"2014","Nectarines fresh","Kilograms per person, per year","0.29"
"2014","Papayas fresh","Kilograms per person, per year","0.13"
"2014","Peaches fresh","Kilograms per person, per year","0.52"
"2014","Peaches canned","Kilograms per person, per year","0.48"
"2014","Pears fresh","Kilograms per person, per year","1.36"
"2014","Pears canned","Kilograms per person, per year","0.16"
"2014","Pineapples fresh","Kilograms per person, per year","0.73"
"2014","Pineapples canned","Kilograms per person, per year","0.54"
"2014","Pineapple juice","Litres per person, per year","0.52"
"2014","Plums total fresh","Kilograms per person, per year","0.36"
"2014","Quinces fresh","Kilograms per person, per year","0.00"
"2014","Raspberries frozen","Kilograms per person, per year","0.24"
"2014","Strawberries fresh","Kilograms per person, per year","1.69"
"2014","Strawberries canned","Kilograms per person, per year","0.06"
"2014","Strawberries frozen","Kilograms per person, per year","0.54"
"2014","Fruits not specified fresh","Kilograms per person, per year","0.38"
"2014","Fruits not specified canned","Kilograms per person, per year","2.36"
"2014","Fruits not specified dried","Kilograms per person, per year","0.91"
"2014","Fruits not specified frozen","Kilograms per person, per year","0.98"
"2014","Oranges fresh","Kilograms per person, per year","3.32"
"2014","Orange juice","Litres per person, per year","9.37"
"2014","Lemons fresh","Kilograms per person, per year","0.43"
"2014","Lemon juice","Litres per person, per year","0.59"
"2014","Grapefruits fresh","Kilograms per person, per year","0.36"
"2014","Grapefruit juice","Litres per person, per year","0.28"
"2014","Limes fresh","Kilograms per person, per year","0.43"
"2014","Mandarins fresh","Kilograms per person, per year","0.93"
"2014","Other citrus fresh","Kilograms per person, per year","0.02"
"2014","Artichokes fresh","Kilograms per person, per year","0.01"
"2014","Asparagus fresh","Kilograms per person, per year","0.26"
"2014","Asparagus canned","Kilograms per person, per year","0.02"
"2014","Beans green and wax fresh","Kilograms per person, per year","0.45"
"2014","Beans green and wax canned","Kilograms per person, per year","0.96"
"2014","Beans green and wax frozen","Kilograms per person, per year","0.21"
"2014","Beets fresh","Kilograms per person, per year","0.43"
"2014","Beets canned","Kilograms per person, per year","0.14"
"2014","Broccoli fresh","Kilograms per person, per year","1.36"
"2014","Broccoli frozen","Kilograms per person, per year","0.39"
"2014","Brussels sprouts fresh","Kilograms per person, per year","0.19"
"2014","Brussels sprouts frozen","Kilograms per person, per year","0.06"
"2014","Cabbage fresh","Kilograms per person, per year","2.49"
"2014","Chinese cabbage fresh","Kilograms per person, per year","0.57"
"2014","Carrots fresh","Kilograms per person, per year","3.70"
"2014","Carrots canned","Kilograms per person, per year","0.45"
"2014","Carrots frozen","Kilograms per person, per year","0.69"
"2014","Cauliflower fresh","Kilograms per person, per year","0.69"
"2014","Cauliflower frozen","Kilograms per person, per year","0.06"
"2014","Celery fresh","Kilograms per person, per year","1.53"
"2014","Corn fresh","Kilograms per person, per year","0.79"
"2014","Corn canned","Kilograms per person, per year","0.82"
"2014","Corn frozen","Kilograms per person, per year","0.25"
"2014","Cucumbers fresh","Kilograms per person, per year","1.53"
"2014","Other edible roots fresh","Kilograms per person, per year","0.08"
"2014","Eggplants fresh","Kilograms per person, per year","0.28"
"2014","Garlic fresh","Kilograms per person, per year","0.20"
"2014","Kohlrabi fresh","Kilograms per person, per year","0.63"
"2014","Leeks fresh","Kilograms per person, per year","0.11"
"2014","Other leguminous vegetables fresh","Kilograms per person, per year",
"2014","Lettuce fresh","Kilograms per person, per year","4.67"
"2014","Lima beans frozen","Kilograms per person, per year","0.01"
"2014","Manioc fresh","Kilograms per person, per year","0.07"
"2014","Mushrooms fresh","Kilograms per person, per year","1.52"
"2014","Mushrooms canned","Kilograms per person, per year","0.32"
"2014","Okra fresh","Kilograms per person, per year","0.07"
"2014","Olives fresh","Kilograms per person, per year","0.00"
"2014","Onions and shallots fresh","Kilograms per person, per year","4.40"
"2014","Parsley fresh","Kilograms per person, per year","0.15"
"2014","Parsnips fresh","Kilograms per person, per year","0.15"
"2014","Peas fresh","Kilograms per person, per year","0.12"
"2014","Peas canned","Kilograms per person, per year","0.39"
"2014","Peas frozen","Kilograms per person, per year","0.51"
"2014","Peppers fresh","Kilograms per person, per year","1.92"
"2014","Potatoes chips","Kilograms per person, per year","2.96"
"2014","Potatoes frozen","Kilograms per person, per year","5.31"
"2014","Potatoes other processed","Kilograms per person, per year","3.18"
"2014","Potatoes total processed","Kilograms per person, per year","11.46"
"2014","Potatoes sweet fresh","Kilograms per person, per year","0.53"
"2014","Potatoes white fresh","Kilograms per person, per year","11.04"
"2014","Potatoes white fresh and processed","Kilograms per person, per year","34.13"
"2014","Pumpkins and squash fresh","Kilograms per person, per year","0.67"
"2014","Radishes fresh","Kilograms per person, per year","0.17"
"2014","Rappini fresh","Kilograms per person, per year","0.11"
"2014","Rutabagas and turnips fresh","Kilograms per person, per year","0.21"
"2014","Spinach fresh","Kilograms per person, per year","0.52"
"2014","Spinach frozen","Kilograms per person, per year","0.18"
"2014","Tomatoes fresh","Kilograms per person, per year","6.22"
"2014","Tomatoes canned","Kilograms per person, per year","2.16"
"2014","Tomato juice","Litres per person, per year","0.51"
"2014","Tomatoes, pulp, paste and puree","Kilograms per person, per year","1.88"
"2014","Vegetables not specified fresh","Kilograms per person, per year",
"2014","Vegetables not specified canned","Kilograms per person, per year","2.83"
"2014","Vegetables not specified frozen","Kilograms per person, per year","0.58"
"2014","Fresh and frozen sea fish, edible weight","Kilograms per person, per year","2.04"
"2014","Processed sea fish, edible weight","Kilograms per person, per year","1.86"
"2014","Total shellfish, edible weight","Kilograms per person, per year","0.72"
"2014","Freshwater fish, edible weight","Kilograms per person, per year","0.50"
"2015","Wheat flour","Kilograms per person, per year","58.51"
"2015","Rye flour","Kilograms per person, per year","0.24"
"2015","Oatmeal and rolled oats","Kilograms per person, per year","0.67"
"2015","Pot and pearl barley","Kilograms per person, per year","0.25"
"2015","Corn flour and meal","Kilograms per person, per year","0.41"
"2015","Rice","Kilograms per person, per year",
"2015","Breakfast food","Kilograms per person, per year","5.11"
"2015","Sugar refined","Kilograms per person, per year","29.48"
"2015","Sugar refined, sugar content","Kilograms per person, per year","29.48"
"2015","Maple sugar","Kilograms per person, per year","0.35"
"2015","Maple sugar, sugar content","Kilograms per person, per year","0.30"
"2015","Honey","Kilograms per person, per year","1.10"
"2015","Honey, sugar content","Kilograms per person, per year","0.86"
"2015","Dry beans","Kilograms per person, per year",
"2015","Baked and canned beans","Kilograms per person, per year","1.07"
"2015","Dry peas","Kilograms per person, per year",
"2015","Peanuts","Kilograms per person, per year","3.08"
"2015","Tree nuts","Kilograms per person, per year",
"2015","Tea","Litres per person, per year","86.91"
"2015","Tea, leaf equivalent","Kilograms per person, per year","1.11"
"2015","Coffee","Litres per person, per year","103.57"
"2015","Coffee, green bean equivalent","Kilograms per person, per year","4.85"
"2015","Cocoa, green bean equivalent","Kilograms per person, per year","1.25"
"2015","Ale, beer, stout and porter, total population","Litres per person, per year","62.46"
"2015","Ale, beer, stout and porter, population 15 years old and over","Litres per person, per year","74.56"
"2015","Distilled spirits, total population","Litres per person, per year","4.48"
"2015","Distilled spirits, population 15 years old and over","Litres per person, per year","5.35"
"2015","Wines, total population","Litres per person, per year","13.46"
"2015","Wines, population 15 years old and over","Litres per person, per year","16.07"
"2015","Ciders, coolers and other refreshment beverages, total population","Litres per person, per year","3.88"
"2015","Ciders, cooler and other refreshment beverages, population 15 years old and over","Litres per person, per year","4.63"
"2015","Soft drinks","Litres per person, per year","68.74"
"2015","Bottled water","Litres per person, per year",
"2015","Cheddar cheese","Kilograms per person, per year","3.25"
"2015","Cheddar cheese, milk solids","Kilograms per person, per year","2.05"
"2015","Processed cheese","Kilograms per person, per year","1.61"
"2015","Processed cheese, milk solids","Kilograms per person, per year","0.98"
"2015","Variety cheese","Kilograms per person, per year","7.33"
"2015","Variety cheese, milk solids","Kilograms per person, per year","3.66"
